0.000000000000000000e+00 1.291452169740785194e-01 -1.011871443264288073e-01 2.284275299081543493e-03 2.424256465480952374e-02 1.846885811493477469e-02 -1.970638451535169314e-03 3.167200002220628852e-03 2.141921171797970137e-03 1.873022316125579935e-04
1.000000000000000056e-01 -4.325962078824893697e-02 3.958766451088550908e-03 -5.284415358601113333e-02 1.752883604321338329e-02 -9.066689644949717936e-03 -8.455183947203423131e-03 -1.631197977529151577e-02 -8.016969112843828557e-03 -8.731989297957430327e-03
2.000000000000000111e-01 7.061037518243250266e-02 -2.626892254579253974e-02 -5.057131092365170499e-02 -6.868234680318982543e-03 -9.248571833612721088e-03 -1.398010722405479064e-02 -1.038810415533383824e-02 -1.570892904144443117e-02 -1.351682732305796095e-02
3.000000000000000444e-01 -1.541293998514481345e-01 3.777616184089520324e-02 -5.408455937925343154e-02 -2.645469054926730818e-03 -2.342475804475899204e-02 -1.296672246246441396e-02 -1.745251456132429491e-02 -1.996223706027710348e-02 -1.852463498898610644e-02
4.000000000000000222e-01 3.550179957845583933e-02 -4.182839148358343667e-03 -5.638058985452681915e-02 -2.906784678262023039e-02 -2.522548469576776919e-02 -2.728809472711442308e-02 -2.548228351653251608e-02 -1.874306153135380307e-02 -2.156171316100085819e-02
5.000000000000000000e-01 -1.270942765728793611e-01 -7.820925941406137172e-02 -4.901551636421457719e-02 -2.450336907748010967e-02 -3.217227251277300637e-02 -1.337705868255015945e-02 -2.514071683330073442e-02 -2.147111333928632820e-02 -1.967410988770813829e-02
6.000000000000000888e-01 1.207428941080589124e-01 -5.033505558455901585e-02 1.365734716291061579e-03 -2.466977177712392430e-02 -2.307812104343230641e-02 -9.844908810963060031e-03 -1.549139289450303381e-02 -1.545345885706094283e-02 -1.747498439602223133e-02
7.000000000000000666e-01 9.445106866007541013e-02 1.319414340644348427e-01 -2.136944548156713072e-02 -3.401730787760746944e-02 -1.539301885285947191e-02 -6.834254624416368114e-03 -1.261242157249161180e-02 -9.536296194952961422e-03 -1.307683313282183291e-02
8.000000000000000444e-01 -4.771853074047569671e-02 1.376545825824627700e-01 1.105592082165950986e-02 5.246666626114386556e-03 -8.420686860505906257e-03 1.832269004470327839e-03 -7.455214473225425797e-03 -1.609876268952812814e-03 -4.219476990364690212e-03
9.000000000000000222e-01 -1.345534206583356429e-01 -4.028667865544187376e-02 6.895630058252848194e-02 3.294674378985689572e-02 1.517341623983106680e-04 1.299513066300913601e-02 5.277942817956088155e-03 4.685740814830251753e-03 5.357533907953128741e-03
1.000000000000000000e+00 -2.357695321462790344e-03 6.009644462454215297e-04 3.119092873310332775e-02 5.645296819064107158e-02 -3.861245874138687778e-03 1.989523725789138497e-02 1.730085574389970612e-02 1.834240508136123285e-02 1.733100052376867692e-02
1.100000000000000089e+00 7.609994063586712765e-02 5.328115250941434233e-02 8.262495696722502170e-02 1.918432914290962854e-02 3.106398786673174664e-02 3.306669575759835222e-02 2.563585421042865672e-02 3.089593070061207730e-02 2.821300849005951156e-02
1.200000000000000178e+00 -1.460085730840136597e-01 8.981619037613944312e-02 -5.329146695149784840e-03 5.137491282922104774e-02 3.607933582526793442e-02 3.899175427287789042e-02 3.575295452163748666e-02 3.946134632360070310e-02 4.124143941615961151e-02
1.300000000000000044e+00 -5.158816688274588114e-02 -3.308455752898278868e-02 1.316331097629729746e-02 1.319657555218068518e-02 6.614921168054543887e-02 5.305599910322074397e-02 5.828407185496194132e-02 5.506517001298646269e-02 5.630484215006133220e-02
1.400000000000000133e+00 5.981905118243426023e-02 1.389876730495674950e-01 9.464140357459435715e-02 8.126943252711904542e-02 8.350360920880177396e-02 7.163013347127683561e-02 7.140015798579499307e-02 7.065996868670147701e-02 6.935441296046429560e-02
1.500000000000000000e+00 2.075295400497681464e-03 1.056488834499268586e-01 8.011969561356932501e-02 9.953349117060002194e-02 9.176750484443724210e-02 8.774798470957909102e-02 7.949809821344329397e-02 8.672410348323199292e-02 8.612372988141892005e-02
1.600000000000000089e+00 1.651915501699138811e-01 4.063353230409988415e-03 1.254384996148149023e-01 1.142242636124328053e-01 9.434988003750853502e-02 1.006375138643963302e-01 1.054236019716325162e-01 1.031813286894274900e-01 1.016243039835449530e-01
1.700000000000000178e+00 -2.983191421701497648e-02 3.038134304613696046e-02 1.333251631521329694e-01 1.304732528001051883e-01 1.021164778866807538e-01 1.250748679241664718e-01 1.224205572386364294e-01 1.167885113277974951e-01 1.179150223647719986e-01
1.800000000000000044e+00 -2.186797825010206031e-02 7.915552934646655214e-02 1.597382938870811342e-01 1.486373102142794500e-01 1.369330434434000432e-01 1.361988375242101645e-01 1.311550407441547383e-01 1.317095009607177902e-01 1.338495250083084620e-01
1.900000000000000133e+00 3.175694418975820721e-01 1.184200057454908722e-01 1.868967841364149174e-01 1.228585217296386117e-01 1.451650363782909792e-01 1.394328860248457147e-01 1.456399191472712573e-01 1.458740706914528340e-01 1.468538379795873428e-01
2.000000000000000000e+00 2.934872239032881858e-01 1.037019414527393241e-01 1.980782103165494301e-01 1.870705170663370664e-01 1.743844496897424823e-01 1.495240620642548091e-01 1.594996681593225940e-01 1.566733823884856880e-01 1.611144850638213943e-01
2.100000000000000089e+00 2.970507706751139843e-01 2.164584272889898131e-01 1.895652314872264266e-01 1.272637532953793116e-01 1.769079794702335673e-01 1.890824857075060483e-01 1.737227440811038304e-01 1.719635377519354580e-01 1.745877701952920080e-01
2.200000000000000178e+00 2.328710298285096569e-01 2.256042589909356133e-01 1.947139139435682398e-01 1.881756718011771135e-01 1.853027686087728443e-01 1.863269412751120124e-01 1.853983836384696660e-01 1.845962374979929488e-01 1.841963854392833222e-01
